## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_centromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK001/atacHAK001_centromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_centromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:20:46 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
95	44	50	23	2000	159.309432	195.290152	162804	FR	25	47	67	85	101	115	185	701	2183	3021	3709			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
799	17
800	9
801	14
802	17
803	13
804	16
805	10
806	14
807	16
808	12
809	12
810	14
811	12
812	13
813	13
814	21
815	8
816	16
817	16
818	15
819	11
820	22
821	12
822	14
823	19
824	13
825	12
826	5
827	13
828	15
829	10
830	15
831	14
832	12
833	9
834	16
835	8
836	13
837	9
838	4
839	21
840	11
841	10
842	16
843	13
844	10
845	17
846	12
847	12
848	15
849	13
850	14
851	6
852	12
853	16
854	14
855	13
856	18
857	10
858	8
859	10
860	16
861	12
862	18
863	8
864	14
865	13
866	14
867	13
868	15
869	13
870	15
871	12
872	15
873	19
874	13
875	9
876	7
877	14
878	10
879	19
880	18
881	14
882	13
883	11
884	12
885	12
886	15
887	15
888	4
889	14
890	10
891	10
892	4
893	9
894	11
895	12
896	7
897	14
898	10
899	19
900	13
901	15
902	17
903	16
904	26
905	28
906	24
907	33
908	34
909	36
910	46
911	38
912	57
913	66
914	57
915	50
916	46
917	41
918	43
919	49
920	50
921	34
922	54
923	61
924	66
925	38
926	34
927	37
928	40
929	37
930	40
931	51
932	39
933	44
934	44
935	48
936	33
937	29
938	33
939	22
940	38
941	38
942	29
943	30
944	47
945	33
946	38
947	35
948	32
949	18
950	18
951	28
952	23
953	49
954	24
955	38
956	28
957	30
958	27
959	23
960	24
961	23
962	20
963	15
964	22
965	23
966	20
967	14
968	19
969	18
970	23
971	23
972	13
973	20
974	17
975	11
976	14
977	11
978	14
979	18
980	15
981	14
982	16
983	11
984	15
985	14
986	16
987	11
988	7
989	17
990	13
991	7
992	11
993	10
994	13
995	15
996	14
997	11
998	15
999	8
1000	8

